"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR"
"7305",7305,2012,"16-Feb-12","Wadi Lahami House Reef 1","Egypt",24.2156,35.4309,8.5,"Bleaching (% of population)",0,"ERG001",1.2,295.44,5464.48746534064,1661.39004593715,501.13267781958,"MPA","2003"
"7306",7306,2009,"20-Dec-09","Wadi Lahami House Reef 2","Egypt",24.2163,35.4328,3.5,"Bleaching (% of population)",0,"ERG001",3.6,297.23,5435.86343785003,1661.39004593715,491.236560609192,"MPA","2003"
"7307",7307,2009,"20-Dec-09","Wadi Lahami House Reef 2","Egypt",24.2163,35.4328,8.5,"Bleaching (% of population)",0,"ERG001",3.6,297.23,5435.86343785003,1661.39004593715,491.236560609192,"MPA","2003"
"7308",7308,2012,"16-Feb-12","Wadi Lahami House Reef 2","Egypt",24.2163,35.4328,3.5,"Bleaching (% of population)",0,"ERG001",1.2,295.44,5435.86343785003,1661.39004593715,491.236560609192,"MPA","2003"
"7309",7309,2012,"16-Feb-12","Wadi Lahami House Reef 2","Egypt",24.2163,35.4328,8.5,"Bleaching (% of population)",0,"ERG001",1.2,295.44,5435.86343785003,1661.39004593715,491.236560609192,"MPA","2003"
"7310",7310,2004,"15-May-04","Marsa Egla North","Egypt",25.15,35.85,6,"Bleaching (% of population)",0,"ERG001",0,298.23,455.22372373566,NA,NA,"Non MPA",NA
"7311",7311,2004,"15-May-04","Marsa Egla North","Egypt",25.15,35.85,10.5,"Bleaching (% of population)",0,"ERG001",0,298.23,455.22372373566,NA,NA,"Non MPA",NA
"7312",7312,2014,"23-Apr-14","Marsa Samadai North","Egypt",25.0136,35.9267,12,"Bleaching (% of population)",10,"ERG001",7.18,298.75,358.298356886953,NA,NA,"Non MPA",NA
"7313",7313,2009,"10-Jan-09","O'seif Bay","Sudan",21.7656,36.8866,5,"Bleaching (% of population)",0,"ERG001",1.07,298.63,25808.5942640901,7138.22456639633,1910.48776816949,"Non MPA",NA
"7314",7314,2009,"10-Jan-09","O'seif Bay","Sudan",21.7656,36.8866,10,"Bleaching (% of population)",0,"ERG001",1.07,298.63,25808.5942640901,7138.22456639633,1910.48776816949,"Non MPA",NA
"7315",7315,2009,"08-Jan-09","Arkiyai","Sudan",20.2277,37.2093,5,"Bleaching (% of population)",0,"ERG001",0,298.45,454564.568419582,7263.28813829378,1813.90400838852,"Non MPA",NA
"7316",7316,2009,"08-Jan-09","Arkiyai","Sudan",20.2277,37.2093,10,"Bleaching (% of population)",100,"ERG001",0,298.45,454564.568419582,7263.28813829378,1813.90400838852,"Non MPA",NA
"7317",7317,2004,"15-Mar-04","Falamingo Fringing Reef","Sudan",19.6269,37.2433,5,"Bleaching (% of population)",0,"ERG001",0,298.5,615007.886506797,461238.960910634,343293.205539905,"Non MPA",NA
"7318",7318,2004,"06-Apr-04","Falamingo Fringing Reef","Sudan",19.6269,37.2433,5,"Bleaching (% of population)",0,"ERG001",0,300.01,615007.886506797,461238.960910634,343293.205539905,"Non MPA",NA
"7319",7319,2004,"06-Apr-04","Falamingo Fringing Reef","Sudan",19.6269,37.2433,10,"Bleaching (% of population)",0,"ERG001",0,300.01,615007.886506797,461238.960910634,343293.205539905,"Non MPA",NA
"7320",7320,2009,"07-Jan-09","Abu Hashish","Sudan",19.6278,37.2458,5,"Bleaching (% of population)",23,"ERG001",0,298.26,614102.257798911,460877.814086751,343293.205539905,"Non MPA",NA
"7321",7321,2009,"07-Jan-09","Abu Hashish","Sudan",19.6278,37.2458,10,"Bleaching (% of population)",30,"ERG001",0,298.26,614102.257798911,460877.814086751,343293.205539905,"Non MPA",NA
"7322",7322,2004,"25-Mar-04","Winget Barrier Reef","Sudan",19.5819,37.2503,5,"Bleaching (% of population)",0,"ERG001",0,298.88,626630.654415504,467848.457052545,390256.136759959,"Non MPA",NA
"7323",7323,2004,"25-Jul-04","Winget Barrier Reef","Sudan",19.5819,37.2503,5,"Bleaching (% of population)",0,"ERG001",2.13,302.66,626630.654415504,467848.457052545,390256.136759959,"Non MPA",NA
"7324",7324,2008,"29-Dec-08","Umlajj","Saudi Arabia",24.9985,37.2807,5,"Bleaching (% of population)",0,"ERG001",0.255,298.065,168312.133634496,29557.2599739432,6668.15950489044,"MPA","1990"
"7325",7325,2004,"09-Jun-04","Gota Wingate North","Sudan",19.6176,37.287,7,"Bleaching (% of population)",0,"ERG001",1.27,302.07,610202.137716667,460155.420753316,366342.202583514,"Non MPA",NA
"7326",7326,2004,"22-Jan-04","Damadma Fringing Reef","Sudan",19.6435,37.2916,5,"Bleaching (% of population)",0,"ERG001",1.09,298.46,600882.552747489,454640.814872579,315426.596439563,"Non MPA",NA
"7327",7327,2004,"08-Apr-04","Damadma Fringing Reef","Sudan",19.6435,37.2916,5,"Bleaching (% of population)",0,"ERG001",1.09,299.96,600882.552747489,454640.814872579,315426.596439563,"Non MPA",NA
"7328",7328,2004,"08-Apr-04","Damadma Fringing Reef","Sudan",19.6435,37.2916,10,"Bleaching (% of population)",0,"ERG001",1.09,299.96,600882.552747489,454640.814872579,315426.596439563,"Non MPA",NA
"7329",7329,2004,"07-Jun-04","Wingate Reef- Police Station","Sudan",19.6347,37.2951,10,"Bleaching (% of population)",0,"ERG001",0,301.75,601982.946566002,457350.147209005,332145.139236651,"Non MPA",NA
"7330",7330,2009,"12-Jan-09","Suakin","Sudan",19.1347,37.3693,5,"Bleaching (% of population)",0,"ERG001",0.2975,298.4625,735137.223561541,395106.774166763,53248.5528249741,"Non MPA",NA
"7331",7331,2009,"12-Jan-09","Suakin","Sudan",19.1347,37.3693,10,"Bleaching (% of population)",0,"ERG001",0.2975,298.4625,735137.223561541,395106.774166763,53248.5528249741,"Non MPA",NA
"7332",7332,2004,"08-Jun-04","Sanganeb South-West","Sudan",19.722,37.4419,15,"Bleaching (% of population)",0,"ERG001",1.15,301.35,547306.418628872,441954.839394883,19872.1469766721,"MPA","2016"
"7333",7333,2008,"31-Dec-08","Masturah","Saudi Arabia",23.0515,38.7802,5,"Bleaching (% of population)",0,"ERG001",0,299.42,419107.52669435,43701.7398502268,10541.694079224,"Non MPA",NA
"7334",7334,2008,"31-Dec-08","Masturah","Saudi Arabia",23.0515,38.7802,10,"Bleaching (% of population)",0,"ERG001",0,299.42,419107.52669435,43701.7398502268,10541.694079224,"Non MPA",NA
"7335",7335,2008,"31-Dec-08","Chornich","Saudi Arabia",21.6444,39.1009,5,"Bleaching (% of population)",0,"ERG001",1.66,299.945,4380948.71256212,2452401.80784193,909507.417877197,"Non MPA",NA
"7336",7336,2008,"31-Dec-08","Chornich","Saudi Arabia",21.6444,39.1009,10,"Bleaching (% of population)",0,"ERG001",1.66,299.945,4380948.71256212,2452401.80784193,909507.417877197,"Non MPA",NA
"7337",7337,2009,"06-Jan-09","Allith","Saudi Arabia",20.1479,40.2324,5,"Bleaching (% of population)",0,"ERG001",0,300.96,585735.600320637,47950.8963204324,11381.5650477409,"Non MPA",NA
"7338",7338,2009,"06-Jan-09","Allith","Saudi Arabia",20.1479,40.2324,10,"Bleaching (% of population)",2,"ERG001",0,300.96,585735.600320637,47950.8963204324,11381.5650477409,"Non MPA",NA
"7339",7339,2009,"06-Jan-09","Amaq - Hali","Saudi Arabia",18.3766,41.4478,5,"Bleaching (% of population)",0,"ERG002",0,301.36,650271.035629332,181945.697402924,38332.3504571915,"Non MPA",NA
"7340",7340,2009,"07-Jan-09","Farasan-Zfaf","Saudi Arabia",16.7239,41.8014,5,"Bleaching (% of population)",0,"ERG002",0,300.66,185032.102482751,16437.7429957539,9224.63280454278,"MPA","1988"
"7341",7341,2009,"07-Jan-09","Farasan-Zfaf","Saudi Arabia",16.7239,41.8014,10,"Bleaching (% of population)",0,"ERG002",0,300.66,185032.102482751,16437.7429957539,9224.63280454278,"MPA","1988"
"7342",7342,2008,"17-Jul-08","Tiqfash Island","Yemen",15.7016,42.3918,5,"Bleaching (% of population)",0,"ERG002",2.25,303.89,991136.294026703,63194.3242462873,6687.30161309242,"Non MPA",NA
"7343",7343,2008,"17-Jul-08","Tiqfash Island","Yemen",15.7016,42.3918,9,"Bleaching (% of population)",0,"ERG002",2.25,303.89,991136.294026703,63194.3242462873,6687.30161309242,"Non MPA",NA
"7344",7344,2008,"19-Jul-08","Shalatem Island","Yemen",13.7886,42.8063,5,"Bleaching (% of population)",40,"ERG002",1.34,302.89,1041879.94406025,34282.8453333974,11834.5888100266,"Non MPA",NA
"7345",7345,2008,"19-Jul-08","Shalatem Island","Yemen",13.7886,42.8063,9.5,"Bleaching (% of population)",20,"ERG002",1.34,302.89,1041879.94406025,34282.8453333974,11834.5888100266,"Non MPA",NA
"7346",7346,2005,"28-Mar-05","Arta Plage E","Djibouti",11.5864,42.8291,4.8,"Bleaching (% of population)",1,"ERG003",0,300.91,848297.811277201,624913.967287302,252728.831828356,"Non MPA",NA
"7347",7347,2005,"24-Mar-05","Tadjourah","Djibouti",11.7806,42.8839,5,"Bleaching (% of population)",0,"ERG003",1.35,301.71,828431.614789775,576848.844439453,94550.8740484715,"Non MPA",NA
"7348",7348,2005,"25-Mar-05","Ras Duan","Djibouti",11.8062,43.0213,4.7,"Bleaching (% of population)",0,"ERG003",1.52,302.0275,797577.889966061,558878.424701041,61693.1020658016,"Non MPA",NA
"7349",7349,2005,"29-Mar-05","Banc d'Ambouli","Djibouti",11.6077,43.1115,3.9,"Bleaching (% of population)",0,"ERG003",0,301.91,780369.533071568,571703.94978164,501937.633467674,"Non MPA",NA
"7350",7350,2005,"22-Mar-05","Maskali Buoy","Djibouti",11.6973,43.144,6.8,"Bleaching (% of population)",0,"ERG003",0,300.9,770478.693342259,555857.46040736,426116.405377388,"Non MPA",NA
"7351",7351,2005,"22-Mar-05","Maskali Lighthouse","Djibouti",11.7141,43.1501,6.5,"Bleaching (% of population)",0,"ERG003",0,301.52,769121.104622891,552335.606270326,343491.198300362,"MPA","2004"
"7352",7352,2005,"21-Mar-05","Maskali S","Djibouti",11.7071,43.1537,3,"Bleaching (% of population)",1,"ERG003",0,301.52,768868.075086644,553052.737568004,400570.432965279,"MPA","2004"
"7353",7353,2005,"21-Mar-05","Moucha Channel","Djibouti",11.7378,43.1987,2.3,"Bleaching (% of population)",0,"ERG003",0,300.95,754820.634748509,541614.146194441,244584.949779218,"MPA","2004"
"7354",7354,2008,"29-Apr-08","Tombant Nord/Moucha Island","Djibouti",11.7408,43.2084,10,"Bleaching (% of population)",0,"ERG003",0,301.67,752975.391508153,541496.104217513,158159.258597082,"Non MPA",NA
"7355",7355,2005,"20-Mar-05","Moucha N","Djibouti",11.7447,43.2073,3.4,"Bleaching (% of population)",2,"ERG003",0,300.86,753226.352128318,540481.806426985,158159.258597082,"Non MPA",NA
"7356",7356,2005,"20-Mar-05","Moucha 1","Djibouti",11.7065,43.2189,2.6,"Bleaching (% of population)",1,"ERG003",0,300.86,750828.547971776,543058.700215211,258065.673164368,"MPA","2004"
"7357",7357,2005,"17-Mar-05","I. Double","Djibouti",12.4661,43.3854,6.7,"Bleaching (% of population)",7,"ERG003",0,300.25,396958.603630079,72465.6836329103,42615.547700882,"MPA","2004"
"7358",7358,2005,"16-Mar-05","I. Basse","Djibouti",12.4589,43.4109,5.9,"Bleaching (% of population)",2,"ERG003",0,300.25,395423.163024439,71571.518604815,39507.8496417999,"MPA","2004"
"7359",7359,2008,"01-May-08","Japanese Garden - Island Grand","Djibouti",12.4668,43.4325,5,"Bleaching (% of population)",0,"ERG003",0,302.98,390596.02162124,71025.8760419488,41317.6806659698,"MPA","2004"
"7360",7360,2008,"20-Jul-08","Myyun Island","Yemen",12.6366,43.4192,5,"Bleaching (% of population)",5,"ERG002",1.81,300.71,642208.080511784,85157.8957123756,43458.2778749466,"Non MPA",NA
"7361",7361,2008,"20-Jul-08","Myyun Island","Yemen",12.6366,43.4192,9,"Bleaching (% of population)",0,"ERG002",1.81,300.71,642208.080511784,85157.8957123756,43458.2778749466,"Non MPA",NA
"7362",7362,2005,"15-Mar-05","I. Grand","Djibouti",12.4669,43.4356,5.1,"Bleaching (% of population)",1,"ERG003",0,299.63,391953.509414209,70771.7340741754,41317.6806659698,"MPA","2004"
"7363",7363,2005,"16-Mar-05","I. Est","Djibouti",12.4549,43.438,6,"Bleaching (% of population)",3,"ERG003",0,300.61,401251.664886011,70061.4528794885,38883.6479511261,"MPA","2004"
"7364",7364,2008,"01-May-08","Chinese Garden - Sept Freres","Djibouti",12.4544,43.4428,10,"Bleaching (% of population)",0,"ERG003",0,302.98,404621.085715784,69429.9472184777,38883.6479511261,"MPA","2004"
"7365",7365,2005,"17-Mar-05","I. Sud","Djibouti",12.4454,43.4506,7.4,"Bleaching (% of population)",0,"ERG003",0,300.61,398128.802962793,68749.3027940392,38822.5040454865,"MPA","2004"
"7366",7366,2005,"24-Mar-05","Sable Blanc West","Djibouti",11.7804,43.9072,4.2,"Bleaching (% of population)",2,"ERG003",0,300.65,368001.875860231,NA,NA,"Non MPA",NA
"7367",7367,2008,"27-Apr-08","Maskali Light-house/Maskali Island","Djibouti",11.7131,43.1485,5,"Bleaching (% of population)",0,"ERG003",0,301.91,769121.104622891,553845.496040834,401286.073300362,"MPA","2004"
"7368",7368,2008,"27-Apr-08","Maskali Light-house/Maskali Island","Djibouti",11.7131,43.1485,10,"Bleaching (% of population)",0,"ERG003",0,301.91,769121.104622891,553845.496040834,401286.073300362,"MPA","2004"
"7369",7369,2008,"28-Apr-08","Canyon - Maskali Island","Djibouti",11.7156,43.1541,5,"Bleaching (% of population)",0,"ERG003",0,301.91,767462.935715726,551428.422737611,343529.335270882,"MPA","2004"
"7370",7370,2008,"28-Apr-08","Canyon - Maskali Island","Djibouti",11.7156,43.1541,10,"Bleaching (% of population)",3,"ERG003",0,301.91,767462.935715726,551428.422737611,343529.335270882,"MPA","2004"
"7371",7371,2008,"23-Jul-08","Sikha Island","Yemen",13.9359,48.3864,5,"Bleaching (% of population)",0,"ERG003",2.68,300.14,179804.707677871,20959.4386426508,3244.29037871957,"Non MPA",NA
"7372",7372,2008,"23-Jul-08","Sikha Island","Yemen",13.9359,48.3864,10,"Bleaching (% of population)",0,"ERG003",2.68,300.14,179804.707677871,20959.4386426508,3244.29037871957,"Non MPA",NA
"7373",7373,2008,"24-Jul-08","Jazirat Macroqha","Yemen",14.8177,50.0153,5,"Bleaching (% of population)",0,"ERG003",0,299.89,342844.635819145,74898.6458358765,15203.2554521561,"Non MPA",NA
"7374",7374,2008,"28-Apr-08","Shaira","Yemen",12.6705,53.4487,10,"Bleaching (% of population)",0,"ERG007",0,301.56,48884.2755380273,22131.2422927022,7450.38356018066,"MPA","2008"
"7375",7375,2008,"01-May-08","Almadinah-Qadamah","Yemen",12.7042,53.6268,11,"Bleaching (% of population)",0,"ERG007",0,301.5675,50966.8416743032,32291.0956704617,7898.79888725281,"MPA","2008"
"7376",7376,2008,"28-Apr-08","Alamah","Yemen",12.6017,53.8173,6,"Bleaching (% of population)",0,"ERG007",0,302.67,50842.7389540426,45182.7629303932,17289.0444085598,"MPA","2008"
"7377",7377,2008,"27-Apr-08","Dihamri","Yemen",12.6731,54.197,4.5,"Bleaching (% of population)",0,"ERG007",0,302.25,50469.1666628472,31098.1851603142,12937.0631017685,"MPA","2008"
"7378",7378,2008,"27-Apr-08","Dihamri","Yemen",12.6731,54.197,6,"Bleaching (% of population)",0,"ERG007",0,302.25,50469.1666628472,31098.1851603142,12937.0631017685,"MPA","2008"
"7379",7379,2008,"30-Apr-08","Roosh-Halah","Yemen",12.6185,54.3577,14,"Bleaching (% of population)",0,"ERG007",0,301.9075,48690.5836385838,23546.434122955,10003.0670718304,"MPA","2008"
"7380",7380,2008,"26-Apr-08","Howlef","Yemen",12.6814,54.0768,9,"Bleaching (% of population)",0,"ERG007",0,301.98,50469.1666628472,37328.5222460381,13218.2468314171,"MPA","2008"
"7381",7381,2009,"05-Sep-09","Lighthouse","Egypt",28.4985,34.5198,10,"Bleaching (% of population)",0,"ERG001",7.45,299.92,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7382",7382,2009,"19-Sep-09","Lighthouse","Egypt",28.4985,34.5198,5,"Bleaching (% of population)",0,"ERG001",7.45,299.89,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7383",7383,2010,"18-Aug-10","Lighthouse","Egypt",28.4985,34.5198,10,"Bleaching (% of population)",0,"ERG001",5.65,301.77,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7384",7384,2010,"10-Sep-10","Lighthouse","Egypt",28.4985,34.5198,5,"Bleaching (% of population)",0,"ERG001",10.68,300.27,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7385",7385,2011,"31-Aug-11","Lighthouse","Egypt",28.4985,34.5198,10,"Bleaching (% of population)",0,"ERG001",0,300,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7386",7386,2011,"23-Sep-11","Lighthouse","Egypt",28.4985,34.5198,5,"Bleaching (% of population)",0,"ERG001",0,300.19,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7387",7387,2014,"14-Mar-14","Lighthouse","Egypt",28.4985,34.5198,5,"Bleaching (% of population)",0,"ERG001",0,294.07,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7388",7388,2014,"14-Mar-14","Lighthouse","Egypt",28.4985,34.5198,10,"Bleaching (% of population)",0,"ERG001",0,294.07,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7389",7389,2014,"31-Dec-14","Lighthouse","Egypt",28.4985,34.5198,5,"Bleaching (% of population)",0,"ERG001",0,296.42,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7390",7390,2015,"07-Jan-15","Lighthouse","Egypt",28.4985,34.5198,10,"Bleaching (% of population)",0,"ERG001",0,295.58,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7391",7391,2015,"09-Apr-15","Lighthouse","Egypt",28.4985,34.5198,5,"Bleaching (% of population)",0,"ERG001",0,295.26,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7392",7392,2015,"04-Sep-15","Lighthouse","Egypt",28.4985,34.5198,10,"Bleaching (% of population)",0,"ERG001",1.23,300.19,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7393",7393,2016,"09-Sep-16","Lighthouse","Egypt",28.4985,34.5198,10,"Bleaching (% of population)",0,"ERG001",8.59,299.69,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA
"7394",7394,2009,"29-Mar-09","Panorama Reef","Egypt",26.7506,34.0885,10,"Bleaching (% of population)",0,"ERG001",1.14,295.39,237217.447238259,73174.6390667371,3007.26292300969,"Non MPA",NA
"7395",7395,2007,"15-Sep-07","Anini, Kauai","USA-HI",22.225,-159.438,1,"Bleaching (% of population)",0,"ERG123",0,299.05,67091.0001933007,66921.0001931931,29246.5858812332,"MPA","1992"
"7396",7396,2008,"22-Nov-08","Puako End","USA-HI",19.9592,-155.86,10,"Bleaching (% of population)",10,"ERG123",0,298.56,161118.778798763,70516.3626300658,16588.9553135727,"MPA","1992"
"7397",7397,2007,"17-Nov-07","Honaunau/Two Step","USA-HI",19.4236,-155.912,4,"Bleaching (% of population)",0,"ERG123",0,299.76,172701.914144608,52984.258452086,24649.8087079935,"Non MPA",NA
"7398",7398,2008,"16-Mar-08","Honaunau/Two Step","USA-HI",19.4236,-155.912,10.5,"Bleaching (% of population)",0,"ERG123",0,298.48,172701.914144608,52984.258452086,24649.8087079935,"Non MPA",NA
"7399",7399,2008,"06-Sep-08","Honaunau/Two Step","USA-HI",19.4236,-155.912,3.3,"Bleaching (% of population)",2,"ERG123",0,299.23,172701.914144608,52984.258452086,24649.8087079935,"Non MPA",NA
"7400",7400,2008,"18-Dec-08","Honaunau/Two Step","USA-HI",19.4236,-155.912,6.7,"Bleaching (% of population)",0,"ERG123",0,298.33,172701.914144608,52984.258452086,24649.8087079935,"Non MPA",NA
"7401",7401,2006,"10-Feb-06","KSI","USA-HI",19.8185,-155.999,11.5,"Bleaching (% of population)",0,"ERG123",0,297.83,146488.367696982,69083.3584007863,37061.0412778649,"Non MPA",NA
"7402",7402,2008,"06-Dec-08","Old Kona Airport South mooring to North","USA-HI",19.6437,-156.016,12,"Bleaching (% of population)",2,"ERG123",0,298.79,132422.881156984,55606.7223822013,44044.5272096545,"Non MPA",NA
"7403",7403,2008,"12-Apr-08","Honokohau/Crescent Beach","USA-HI",19.6686,-156.028,8.3,"Bleaching (% of population)",0,"ERG123",0,297.38,132265.052342477,55653.5978413159,41242.6643676832,"Non MPA",NA
"7404",7404,2008,"22-Sep-08","Honokohau/Crescent Beach","USA-HI",19.6686,-156.028,10,"Bleaching (% of population)",2,"ERG123",0,299.07,132265.052342477,55653.5978413159,41242.6643676832,"Non MPA",NA
"7405",7405,2008,"06-Dec-08","Lead City/Freeze Face to Lone Tree","USA-HI",19.6904,-156.035,12,"Bleaching (% of population)",2,"ERG123",0,298.79,131373.930272165,56624.1920663919,40611.750393657,"Non MPA",NA
"7406",7406,2008,"31-Aug-08","Ahihi Cove","USA-HI",20.615,-156.433,2.7,"Bleaching (% of population)",3,"ERG123",0,299.4,166005.971926456,143506.250760602,36890.3134923447,"MPA","1973"
"7407",7407,2008,"31-Aug-08","Ahihi Cove","USA-HI",20.615,-156.433,6,"Bleaching (% of population)",25,"ERG123",0,299.4,166005.971926456,143506.250760602,36890.3134923447,"MPA","1973"
"7408",7408,2003,"30-Nov-03","Ahihi Cove","USA-HI",20.6083,-156.435,2.2,"Bleaching (% of population)",0,"ERG123",1.23,298.08,166005.971926456,143506.250760602,36887.5253892411,"MPA","1973"
"7409",7409,2003,"30-Nov-03","Ahihi Cove","USA-HI",20.6083,-156.435,10,"Bleaching (% of population)",0,"ERG123",1.23,298.08,166005.971926456,143506.250760602,36887.5253892411,"MPA","1973"
"7410",7410,2004,"13-Mar-04","Ulua Beach","USA-HI",20.6882,-156.439,2.5,"Bleaching (% of population)",0,"ERG123",0.87,297.45,161532.517729923,145208.052695559,105850.499799179,"Non MPA",NA
"7411",7411,2004,"13-Mar-04","Ulua Beach","USA-HI",20.6882,-156.439,5,"Bleaching (% of population)",0,"ERG123",0.87,297.45,161532.517729923,145208.052695559,105850.499799179,"Non MPA",NA
