"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR","pop100km","pop50km","pop25km"
"3785",2016,"28-Jan-16","P. Nipis Frogfish Den","Malaysia",4.0575,100.54,4,"Bleaching (% of population)",1,"ERG028",4.11,304.58,1695033.90076602,320247.317178011,44001.6610870361,"Non MPA",NA,2163345.8626023,360863.37276808,123945.343155738
"3793",2016,"02-Feb-16","Site 1 P. Saga","Malaysia",4.01219,100.545,5.5,"Bleaching (% of population)",0,"ERG028",2.51,304.11,1585024.61676943,312585.335854769,25899.2839050293,"Non MPA",NA,2096860.21324426,350156.720158732,63360.3485054038
"3798",2016,"28-Jan-16","P. Lalang (Pasir Tengkorak)","Malaysia",4.00269,100.547,5,"Bleaching (% of population)",0,"ERG028",2.51,304.11,1536706.61591494,308582.500161409,22211.9644775391,"Non MPA",NA,2062517.5375326,346971.435310995,49667.1233166717
"3804",2016,"02-Feb-16","P. Rumbia South (Site 2)","Malaysia",4.02239,100.548,5,"Bleaching (% of population)",0,"ERG028",2.51,304.11,1649744.87055361,312636.551644564,38459.3811950684,"Non MPA",NA,2126677.88850254,360016.200608408,83449.287975695
"3809",2016,"29-Jan-16","Pangkor Laut","Malaysia",4.18989,100.548,3,"Bleaching (% of population)",0,"ERG028",1.16,304.43,2097575.92937624,346515.383616686,128679.228036165,"Non MPA",NA,2378974.85988081,375964.221567284,181988.956703838
"3816",2016,"28-Jan-16","P. Rumbia North (Zoanthid Garden)","Malaysia",4.03211,100.55,3.5,"Bleaching (% of population)",0,"ERG028",2.51,304.11,1660684.62177432,325686.876199007,44265.5137634277,"Non MPA",NA,2143765.78282065,364242.2286801,106245.46039262
"3826",2016,"27-Mar-16","Sea Bell","Malaysia",5.91061,102.71,8,"Bleaching (% of population)",0,"ERG049",4.42,302.75,2235879.07578853,513620.915946841,60829.853061676,"Non MPA",NA,2407612.21362482,529752.050564202,68496.4360476732
"3833",2016,"30-Mar-16","Pulau Perhentian Kecil/D'Lagoon","Malaysia",5.93158,102.723,5.5,"Bleaching (% of population)",0,"ERG049",5.01,302.2,2199222.35134216,462137.16999042,34634.4464607239,"MPA",1994,2373669.44073807,501573.405470826,49655.7888280153
"3840",2016,"30-Mar-16","Batu Nisan","Malaysia",5.92131,102.725,6.5,"Bleaching (% of population)",0,"ERG049",5.01,302.2,2211140.62304344,464664.847602725,46699.8644294739,"MPA",1994,2385084.32945288,488280.409000322,53559.742416501
"3843",2016,"30-Mar-16","Batu Tabir","Malaysia",5.93908,102.722,6.5,"Bleaching (% of population)",0,"ERG049",5.01,302.2,2200388.46123596,472807.3065871,34634.4464607239,"Non MPA",NA,2368419.9946601,509713.707191028,46266.2205296755
"3849",2016,"27-Mar-16","Batu Layar","Malaysia",5.91203,102.745,11.5,"Bleaching (% of population)",0,"ERG049",6.79,302.91,2195481.69714713,417709.229621768,31372.480014801,"Non MPA",NA,2373381.05688167,436539.834330931,45053.6061040163
"3855",2016,"26-Mar-16","Shark Point","Malaysia",5.88406,102.747,7.5,"Bleaching (% of population)",0,"ERG049",6.79,302.91,2198880.09736064,415255.706901431,50668.2910499573,"MPA",1999,2376695.74473223,422538.817548062,58137.016772151
"3862",2016,"26-Mar-16","Tiga Ruang","Malaysia",5.91444,102.754,5,"Bleaching (% of population)",0,"ERG049",6.79,302.91,2184527.49864717,395726.90525043,31162.4303474426,"Non MPA",NA,2360861.79925369,418098.356804326,34175.321901679
"3869",2016,"26-Mar-16","Tanjung Besi","Malaysia",5.92356,102.758,5.5,"Bleaching (% of population)",0,"ERG049",4.77,302.92,2164319.81535839,390522.67276752,31162.4303474426,"Non MPA",NA,2350548.97874855,412197.228868023,24210.6719249487
"3875",2016,"04-May-16","Tukas Laut","Malaysia",5.88603,102.77,9,"Bleaching (% of population)",0,"ERG049",2.21,302.61,2170198.13810805,341739.048447609,32843.939365387,"MPA",1999,2341622.82334817,380658.876338638,35009.680871129
"3881",2016,"27-Mar-16","P. Rawa","Malaysia",5.96217,102.681,5,"Bleaching (% of population)",0,"ERG049",7.31,302.19,2236497.66683877,715670.316383243,55112.4887886047,"Non MPA",NA,2378430.29220066,774962.633472688,58184.972671628
"3886",2016,"10-May-16","Mak Simpan","Malaysia",5.78836,102.993,4,"Bleaching (% of population)",0,"ERG049",1.84625,304.38125,1770863.32270743,236636.612893105,2956.42233371735,"Non MPA",NA,1958074.6055808,237911.786706522,2176.79313154519
"3892",2016,"10-May-16","Pasir Akar","Malaysia",5.74019,103,4,"Bleaching (% of population)",0,"ERG049",0,303.82,1709890.25637554,358946.300301552,3715.96949481964,"Non MPA",NA,1907250.92735866,349061.292893723,5731.40628738701
"3898",2016,"10-May-16","Pulau Pinang Marine Park/Marine Park Centre Jetty","Malaysia",5.74692,103,4.5,"Bleaching (% of population)",0,"ERG049",0,303.82,1715992.3637393,310508.473275185,3256.557721138,"Non MPA",NA,1911938.18520736,326502.903582051,3370.55661721528
"3905",2016,"08-May-16","Chagar Hutang East","Malaysia",5.81766,103.01,10,"Bleaching (% of population)",0,"ERG049",4.68,304.26,1726609.48643795,163269.116127968,2956.42233371735,"Non MPA",NA,1925654.23819843,172699.151385859,2176.09059472382
"3907",2016,"07-May-16","Pulau Paku Kecil","Malaysia",5.76861,103.036,8.5,"Bleaching (% of population)",0,"ERG049",1.22,305.7,1624943.07215159,202861.172890663,2975.63133335114,"MPA",1999,1812412.67852964,243561.927217558,2177.1611020118
"3914",2016,"08-May-16","Pulau Kerengga Besar","Malaysia",5.75389,103.029,7,"Bleaching (% of population)",0,"ERG049",1.84625,304.38125,1635919.16206406,270387.463845253,2975.63133335114,"Non MPA",NA,1822289.82099223,291637.705436066,2177.1611020118
"3921",2016,"11-May-16","Redang Kalong House Reef","Malaysia",5.761,103.026,6,"Bleaching (% of population)",0,"ERG049",2.3925,304.39,1635160.3933844,230968.399880409,2975.63133335114,"MPA",1999,1841853.91851515,268991.306158617,2177.1611020118
"3927",2016,"11-May-16","P. Kerengga Kecil","Malaysia",5.75864,103.029,8,"Bleaching (% of population)",0,"ERG049",2.3925,304.39,1633580.21418518,229051.164162636,2975.63133335114,"MPA",1999,1827524.81437591,274365.87951906,2177.1611020118
"3934",2016,"18-Jun-16","Jellyfish City","Malaysia",5.22447,103.261,4,"Bleaching (% of population)",260,"ERG049",3.09,303.44,848758.521009281,541998.296804428,307209.720504761,"Non MPA",NA,906328.284047854,578812.390209225,358115.859248102
"3940",2016,"17-Jun-16","Coral Garden 1","Malaysia",5.23517,103.261,4.5,"Bleaching (% of population)",70,"ERG049",3.09,303.44,847655.717695072,539658.350759506,313620.50328064,"Non MPA",NA,912031.574282919,575391.979814469,367339.066824853
"3946",2016,"18-Jun-16","Coral Garden 3","Malaysia",5.23583,103.263,8.2,"Bleaching (% of population)",60,"ERG049",3.09,303.44,846812.169599369,538203.882497787,313620.50328064,"Non MPA",NA,909975.303730739,574909.918843871,360938.649035394
"3952",2016,"18-Jun-16","Silent Reef","Malaysia",5.22975,103.268,9.7,"Bleaching (% of population)",0,"ERG049",3.09,303.44,847479.51182349,540167.123342514,305527.039108276,"Non MPA",NA,899930.629577701,575670.969812463,349809.969145715
"3958",2016,"18-Jun-16","Teluk Jawa","Malaysia",5.20883,103.27,8.5,"Bleaching (% of population)",80,"ERG049",3.09,303.44,825427.107972935,543372.009519577,293083.358322144,"MPA",1994,888057.568363776,584575.136606122,329854.903717458
"3984",2016,"07-May-16","Pulau Paku Besar","Malaysia",5.77961,103.043,9.5,"Bleaching (% of population)",0,"ERG049",1.22,305.7,1612921.54185626,199335.253396034,2975.63133335114,"MPA",1999,1787551.63198149,210955.201962069,2177.1611020118
"4013",2016,"14-May-16","Heritage Row (P. Bidong)","Malaysia",5.61519,103.057,6,"Bleaching (% of population)",0,"ERG049",0,303.66,1250515.42425889,455489.270375729,67812.8237371445,"Non MPA",NA,1370467.94819058,498154.067647382,63798.843708232
"4019",2016,"07-May-16","Pulau Lima Southern Tip","Malaysia",5.77328,103.059,5.5,"Bleaching (% of population)",0,"ERG049",1.22,305.7,1527222.77164218,182989.650856972,2975.63133335114,"Non MPA",NA,1694981.68994281,218760.683272198,2177.1611020118
"4026",2016,"14-May-16","Pasir Tenggara (P. Bidong)","Malaysia",5.61011,103.063,7,"Bleaching (% of population)",0,"ERG049",0,303.66,1256523.44573259,455354.493001461,66294.9084539413,"Non MPA",NA,1344084.23528267,500052.478845966,69273.5499603301
"4033",2016,"14-May-16","Pulau Karah","Malaysia",5.59889,103.064,9,"Bleaching (% of population)",0,"ERG049",0,303.66,1237688.93118334,457174.11890173,72552.8570623398,"Non MPA",NA,1333261.3851218,506662.28294629,82401.3368051425
"4042",2016,"14-May-16","Pulau Tengkorak","Malaysia",5.66611,103.071,7,"Bleaching (% of population)",0,"ERG049",4.82,305.32,1300639.78776285,416076.750039101,12157.2787618637,"Non MPA",NA,1401074.47295759,455637.351851895,19147.3890406638
"4046",2016,"10-Jun-16","Pasir Tenggara","Malaysia",4.80036,103.674,4.5,"Bleaching (% of population)",160,"ERG049",1.03,303.61,830319.728922546,153501.596218586,1651.38587379456,"MPA",1998,924927.278872508,177727.171237726,14.6754434891045
"4050",2016,"10-Jun-16","Turtle Point","Malaysia",4.80606,103.674,5,"Bleaching (% of population)",100,"ERG049",1.03,303.61,829782.245188415,153068.492470264,1651.38587379456,"MPA",1998,924316.354670567,177080.459627885,14.6754434891045
"4054",2016,"11-Jun-16","Gua Rajawali","Malaysia",4.81281,103.676,6,"Bleaching (% of population)",0,"ERG049",1.03,303.61,824517.638951004,152376.242348194,1651.38587379456,"MPA",1998,922601.784808408,175495.952152032,14.6754434891045
"4064",2016,"10-Jun-16","Freshwater Bay","Malaysia",4.80911,103.678,4,"Bleaching (% of population)",290,"ERG049",1.03,303.61,824517.638951004,151705.358986378,1651.38587379456,"MPA",1998,922295.190674651,175368.941108961,14.6754434891045
"4071",2016,"10-Jun-16","Rajawali Reef","Malaysia",4.81728,103.679,11,"Bleaching (% of population)",2,"ERG049",1.03,303.61,824505.526194274,151161.464333057,1651.38587379456,"MPA",1998,920910.719587149,173203.224760313,14.6754434891045
"4075",2016,"11-Jun-16","Teluk Rajawali","Malaysia",4.81553,103.68,5,"Bleaching (% of population)",60,"ERG049",1.03,303.61,824505.419267811,150490.758095264,1651.38587379456,"MPA",1998,920940.188838141,173059.790383119,14.6754434891045
"4099",2016,"13-May-16","Pulau Yu Besar","Malaysia",5.64358,103.151,10,"Bleaching (% of population)",0,"ERG049",6.11,304.38,1008984.14923042,398915.083741665,10137.7172327042,"MPA",2008,1034436.65655848,460320.587760106,13381.2434897199
"4106",2016,"13-May-16","Pulau Yu Kecil","Malaysia",5.62556,103.16,10,"Bleaching (% of population)",0,"ERG049",5.05,304.41,999755.317638889,425197.461549282,9512.67946720123,"MPA",2008,1024437.10288841,474219.629847184,24906.2079818621
"4115",2016,"15-Sep-16","Pirates Reef","Malaysia",2.82417,104.157,8,"Bleaching (% of population)",0,"ERG049",11.24,302.905,122949.987927377,4084.80148333311,3439.99994182587,"MPA",1994,136638.223108875,4675.60865584947,3595.74885614961
"4122",2016,"25-Oct-16","Jahat East","Malaysia",2.66878,104.175,8.5,"Bleaching (% of population)",0,"ERG049",4.92,302.13,179661.630801141,11536.2407628894,3290.39700692892,"MPA",1994,155884.443977358,34930.0478383768,3639.52901069075
"4130",2016,"21-Aug-16","Teluk Dalam","Malaysia",2.87428,104.188,5,"Bleaching (% of population)",4,"ERG049",9.79166666666667,302.641666666667,109959.968441904,3578.8120085597,3436.54583263397,"Non MPA",NA,122774.41625862,3681.5412060637,3595.43188855797
"4134",2016,"21-Aug-16","Saing","Malaysia",2.75836,104.199,5,"Bleaching (% of population)",0,"ERG049",8.24,302.08,123510.145853937,4040.35305327177,3464.72728586197,"Non MPA",NA,137528.168099986,4830.86365371011,3635.46969274431
"4144",2016,"02-Sep-16","Nyak (Tioman East)","Malaysia",2.77931,104.213,6,"Bleaching (% of population)",0,"ERG049",10.24,304.01,114289.514645517,3717.81474226713,3463.36673974991,"Non MPA",NA,133466.006409066,3926.61850715242,3620.91432324797
"4151",2016,"02-Sep-16","Munjor South","Malaysia",2.74153,104.218,7,"Bleaching (% of population)",0,"ERG049",4.41,302.19,121480.799055994,4182.31391066313,3491.29189348221,"Non MPA",NA,135959.153255733,4465.74477327429,3654.64480404183
"4164",2016,"25-Oct-16","Pemanggil Village South","Malaysia",2.57936,104.316,4,"Bleaching (% of population)",0,"ERG049",2.55,302.27,148056.843211114,4245.93244022131,658.104636192322,"Non MPA",NA,147379.865575271,4379.27212543599,710.156404532492
"4167",2016,"25-Oct-16","Lobster Bay","Malaysia",2.57061,104.322,3,"Bleaching (% of population)",0,"ERG049",3.46,302.37,148273.877940118,4245.93244022131,699.920474052429,"Non MPA",NA,148177.309710639,4382.74764194898,596.2421239838
"4176",2016,"25-Oct-16","Tridacna Bay/Soyak North","Malaysia",2.59667,104.327,10,"Bleaching (% of population)",0,"ERG049",6.3,302.37,131654.485804498,3964.52443164587,1470.75200557709,"MPA",1994,137927.967297839,4088.12100328319,786.502179659903
"4185",2016,"25-Oct-16","Bumphead Bay","Malaysia",2.58444,104.336,10,"Bleaching (% of population)",0,"ERG049",6.3,302.37,132284.569430292,4060.78928607702,699.920474052429,"MPA",1994,138399.779731022,4193.17966146208,615.984465025365
"4197",2016,"07-Sep-16","Buntut Meriam","Malaysia",2.231,104.052,5,"Bleaching (% of population)",2,"ERG049",5.28,301.96,4114865.84298241,85704.6671845317,19520.5674996376,"MPA",1994,4744038.60856252,78015.8933480494,15512.521040678
"4200",2016,"07-Sep-16","The Coconut","Malaysia",2.22611,104.053,4.3,"Bleaching (% of population)",6,"ERG049",5.28,301.96,4114747.31145012,85688.3934342265,19520.5674996376,"MPA",1994,4937372.83303909,79331.8496374451,15525.5119133294
"4207",2016,"22-Aug-16","Labas","Malaysia",2.88864,104.065,5.5,"Bleaching (% of population)",50,"ERG049",10.04,302.98,161876.31601423,6038.15268725157,3355.19892024994,"MPA",1994,155554.435163843,6198.7405409757,3594.3449395448
"4213",2016,"20-Aug-16","Sepoi","Malaysia",2.89806,104.052,8.5,"Bleaching (% of population)",0,"ERG049",10.04,302.98,163195.44630903,6021.87893694639,3355.19892024994,"MPA",1994,165895.598268883,6415.45169618167,3496.38908870518
"4229",2016,"07-Sep-16","Beach 3","Malaysia",2.18781,104.098,3.8,"Bleaching (% of population)",0,"ERG049",6.8,301.83,4847930.23075592,94117.0702356696,13751.6328454018,"MPA",1994,5655442.17902617,85536.1468633898,10045.3899818212
"4237",2016,"22-Aug-16","Batu Malang","Malaysia",2.90389,104.104,8.5,"Bleaching (% of population)",127,"ERG049",9.1,302.89,142154.824871957,4004.60759276152,3437.90637874603,"MPA",1994,141760.987893896,4240.72691598348,3595.21591873467
"4243",2016,"07-Sep-16","Malang Acha","Malaysia",2.184,104.107,8.6,"Bleaching (% of population)",2,"ERG049",6.8,301.83,4838518.87804138,91536.7564863563,12002.4668297768,"MPA",1994,5657933.43773709,85040.6215620823,9188.94628484547
"4250",2016,"20-Aug-16","Fan Canyon","Malaysia",2.91083,104.113,5,"Bleaching (% of population)",2,"ERG049",8.59,302.77,139204.70274061,3659.02308958769,3437.90637874603,"MPA",1994,138059.22920193,3838.30319421552,3595.21591873467
"4259",2016,"19-Aug-16","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,7,"Bleaching (% of population)",20,"ERG049",9.1,302.89,140445.558102548,3655.41788548231,3437.90637874603,"Non MPA",NA,140078.678997206,3853.04722326063,3595.21591873467
"4262",2016,"07-Sep-16","Sibu Kukus","Malaysia",2.17828,104.109,4.7,"Bleaching (% of population)",0,"ERG049",6.8,301.83,5002915.48430359,93704.9390711188,12002.4668297768,"MPA",1994,5764050.91337206,85766.3481983729,9327.68523485959
"4266",2016,"07-Sep-16","Sibu Hujung","Malaysia",2.17289,104.112,7.1,"Bleaching (% of population)",0,"ERG049",6.8,301.83,5002796.94186127,94550.2531580329,12002.4668297768,"MPA",1994,5830755.81333132,86086.2848333605,9151.40564616024
"4272",2016,"08-Sep-16","P. Mentinggi","Malaysia",2.27333,104.116,3.5,"Bleaching (% of population)",0,"ERG049",8.8,302.18,2142199.1301757,66553.9200045466,6692.79809331894,"MPA",1994,2778209.90117984,69141.1348562296,5226.71188059449
"4278",2016,"06-Sep-16","P. Tinggi/Tanjung Gua Sumbang","Malaysia",2.31317,104.126,5,"Bleaching (% of population)",0,"ERG049",9.61,303.46,1484275.61662209,62958.6404773593,2779.08915710449,"Non MPA",NA,1820208.67417811,65592.5016961154,3621.05905133113
"4284",2016,"08-Sep-16","P. Nanga","Malaysia",2.27117,104.127,6.6,"Bleaching (% of population)",1,"ERG049",8.8,302.18,2075736.61587822,65408.2564932704,3940.11285161972,"MPA",1994,2716703.20826058,69164.8843780123,4137.71378409863
"4292",2016,"25-Oct-16","Batu Nipah","Malaysia",2.73214,104.135,4,"Bleaching (% of population)",0,"ERG049",5.48,302.13,161968.452502191,10620.383705318,3475.18410015106,"MPA",1994,150933.949841039,34037.5519218687,3599.89482493885
"4300",2016,"29-May-16","Renggis North Side","Malaysia",2.81,104.136,8,"Bleaching (% of population)",0,"ERG049",4.7275,302.725,127852.292509973,5116.45823687315,3439.99994182587,"Non MPA",NA,141011.057079034,6066.26996974088,3595.74885614961
"4307",2016,"15-Sep-16","Soyak South","Malaysia",2.87467,104.147,5.5,"Bleaching (% of population)",0,"ERG049",9.95,302.9,120304.522557199,3659.95088547468,3437.90637874603,"MPA",1994,131464.951165216,3800.30566350184,3595.74885614961
"4317",2016,"06-Sep-16","P. Ibol","Malaysia",2.303,104.149,5,"Bleaching (% of population)",0,"ERG049",9.61,303.46,1483363.53880989,60671.5215567946,2395.62506628036,"MPA",1994,1783632.88010992,64564.249450719,2053.23474267125
"4322",2016,"18-Oct-16","Tekek House Reef","Malaysia",2.816,104.151,6,"Bleaching (% of population)",0,"ERG049",7.7975,302.7425,125749.170844018,4694.01054400206,3439.99994182587,"Non MPA",NA,138646.758076118,5245.83161334135,3595.74885614961
"4330",2016,"29-May-16","Soyak Island","Malaysia",2.81669,104.151,8,"Bleaching (% of population)",0,"ERG049",4.7275,302.725,125749.170844018,4694.01054400206,3439.99994182587,"Non MPA",NA,138602.667134421,5224.27376727201,3595.74885614961
"4354",2016,"14-Aug-16","Siwa 4","Malaysia",4.27306,113.815,8.8,"Bleaching (% of population)",0,"ERG049",0,304.75,423857.09649682,266995.260725021,49934.1039104462,"Non MPA",NA,467142.570720493,314819.169364713,109715.163411066
"4360",2016,"28-Aug-16","Siwa Penyu","Malaysia",4.27639,113.817,13,"Bleaching (% of population)",18,"ERG049",2.73,304.13,422030.23271203,266204.067792892,49523.6556377411,"Non MPA",NA,467081.199945138,314677.567801736,115107.41709654
"4367",2016,"14-Aug-16","Siwa Sunday","Malaysia",4.28722,113.82,11,"Bleaching (% of population)",0,"ERG049",0,304.75,422008.997791529,265760.051710129,50224.0166759491,"Non MPA",NA,465367.486241861,314662.335127853,122317.023974344
"4373",2016,"28-Aug-16","Anemone Centre","Malaysia",4.2925,113.826,15,"Bleaching (% of population)",16,"ERG049",0,303.66,419350.692524195,268329.848539352,60296.7100658417,"Non MPA",NA,464764.245023796,315505.181122683,137212.939581797
"4379",2016,"14-May-16","Anemone North","Malaysia",4.29389,113.826,12,"Bleaching (% of population)",0,"ERG049",2.93,304.6,419247.826687098,275199.299634933,60296.7100658417,"Non MPA",NA,464233.66407505,315441.811170004,137092.24844639
"4386",2016,"19-Nov-16","Eve's Garden","Malaysia",4.34333,113.897,5,"Bleaching (% of population)",33,"ERG049",2.83,302.41,412278.102303147,298196.009904504,136472.906629562,"Non MPA",NA,471359.532362352,346408.717209435,248390.72300218
